restaurantId,name,city,url,area,category_id
423279,Da Umberto,Cairo,https://www.tripadvisor.com/Restaurant_Review-g60763-d423279-Reviews-Da_Umberto-New_York_City_New_York.html,Garden City,11
423283,Marumi,Alexandria,https://www.tripadvisor.com/Restaurant_Review-g60763-d423283-Reviews-Marumi-New_York_City_New_York.html,Al Ibrahimia,13
423285,Tomoe Sushi,Suez,https://www.tripadvisor.com/Restaurant_Review-g60763-d423285-Reviews-Tomoe_Sushi-New_York_City_New_York.html,Arbaeen,13
423287,Mas (farmhouse),Aswan,https://www.tripadvisor.com/Restaurant_Review-g60763-d423287-Reviews-Mas_farmhouse-New_York_City_New_York.html,New Aswan,14
423289,AGAVE,Giza,https://www.tripadvisor.com/Restaurant_Review-g60763-d423289-Reviews-AGAVE-New_York_City_New_York.html,Warraq,15
423291,Cones,Alexandria,https://www.tripadvisor.com/Restaurant_Review-g60763-d423291-Reviews-Cones-New_York_City_New_York.html,Victoria,16
423292,Westville West,Cairo,https://www.tripadvisor.com/Restaurant_Review-g60763-d423292-Reviews-Westville_West-New_York_City_New_York.html,Shubra,17
423293,Pepolino,Fayyum,https://www.tripadvisor.com/Restaurant_Review-g60763-d423293-Reviews-Pepolino-New_York_City_New_York.html,El Salam,10
423297,Abigail's Kitchen (Camaje Bistro),Giza,https://www.tripadvisor.com/Restaurant_Review-g60763-d423297-Reviews-Abigail_s_Kitchen_Camaje_Bistro-New_York_City_New_York.html,Faisal,18
423299,Minetta Tavern,Fayyum,https://www.tripadvisor.com/Restaurant_Review-g60763-d423299-Reviews-Minetta_Tavern-New_York_City_New_York.html,El Geish,19
423302,El Quijote,Cairo,https://www.tripadvisor.com/Restaurant_Review-g60763-d423302-Reviews-El_Quijote-New_York_City_New_York.html,El Matariya,20
423303,Indochine,Port Said,https://www.tripadvisor.com/Restaurant_Review-g60763-d423303-Reviews-Indochine-New_York_City_New_York.html,El Dawahy,21
423304,Bouley Restaurant,Alexandria,https://www.tripadvisor.com/Restaurant_Review-g60763-d423304-Reviews-Bouley_Restaurant-New_York_City_New_York.html,Safar,6
423307,Strip House,Cairo,https://www.tripadvisor.com/Restaurant_Review-g60763-d423307-Reviews-Strip_House-New_York_City_New_York.html,Zamalek,22
423308,Gotham Bar & Grill,Alexandria,https://www.tripadvisor.com/Restaurant_Review-g60763-d423308-Reviews-Gotham_Bar_Grill-New_York_City_New_York.html,Bolkly,14
423309,Villa Mosconi,Mansoura,https://www.tripadvisor.com/Restaurant_Review-g60763-d423309-Reviews-Villa_Mosconi-New_York_City_New_York.html,Toriel,11
423310,Volare,Cairo,https://www.tripadvisor.com/Restaurant_Review-g60763-d423310-Reviews-Volare-New_York_City_New_York.html,Maadi,11
423312,Ghandi Cafe,Alexandria,https://www.tripadvisor.com/Restaurant_Review-g60763-d423312-Reviews-Ghandi_Cafe-New_York_City_New_York.html,Dekhela,1
423313,Sevilla Restaurant & Bar,Cairo,https://www.tripadvisor.com/Restaurant_Review-g60763-d423313-Reviews-Sevilla_Restaurant_Bar-New_York_City_New_York.html,El Sayeda Zeinab,5
423317,Wallse,Giza,https://www.tripadvisor.com/Restaurant_Review-g60763-d423317-Reviews-Wallse-New_York_City_New_York.html,Sheikh Zayed,23
423320,Once Upon a Tart,Alexandria,https://www.tripadvisor.com/Restaurant_Review-g60763-d423320-Reviews-Once_Upon_a_Tart-New_York_City_New_York.html,Sidi Gaber,24
423323,Cafe Espanol,Cairo,https://www.tripadvisor.com/Restaurant_Review-g60763-d423323-Reviews-Cafe_Espanol-New_York_City_New_York.html,Zamalek,20
423330,Tribeca Grill,Cairo,https://www.tripadvisor.com/Restaurant_Review-g60763-d423330-Reviews-Tribeca_Grill-New_York_City_New_York.html,Helwan,14
423331,Emilio's Ballato,Cairo,https://www.tripadvisor.com/Restaurant_Review-g60763-d423331-Reviews-Emilio_s_Ballato-New_York_City_New_York.html,El Matariya,11
423345,Peep,Tanta,https://www.tripadvisor.com/Restaurant_Review-g60763-d423345-Reviews-Peep-New_York_City_New_York.html,El Settin,25
423347,Raoul's,Alexandria,https://www.tripadvisor.com/Restaurant_Review-g60763-d423347-Reviews-Raoul_s-New_York_City_New_York.html,Agami,3
423349,Piadina,Cairo,https://www.tripadvisor.com/Restaurant_Review-g60763-d423349-Reviews-Piadina-New_York_City_New_York.html,Shorouk City,11
423350,Ben's Pizzeria,Giza,https://www.tripadvisor.com/Restaurant_Review-g60763-d423350-Reviews-Ben_s_Pizzeria-New_York_City_New_York.html,Monib,26
423353,Balthazar,Alexandria,https://www.tripadvisor.com/Restaurant_Review-g60763-d423353-Reviews-Balthazar-New_York_City_New_York.html,Montaza,6
423356,Bond Street,Cairo,https://www.tripadvisor.com/Restaurant_Review-g60763-d423356-Reviews-Bond_Street-New_York_City_New_York.html,Al-Daher,13
423358,Japonica,Cairo,https://www.tripadvisor.com/Restaurant_Review-g60763-d423358-Reviews-Japonica-New_York_City_New_York.html,Downtown,13
423362,Cornelia Street Cafe,Cairo,https://www.tripadvisor.com/Restaurant_Review-g60763-d423362-Reviews-Cornelia_Street_Cafe-New_York_City_New_York.html,New Cairo,14
423374,Alta,Port Said,https://www.tripadvisor.com/Restaurant_Review-g60763-d423374-Reviews-Alta-New_York_City_New_York.html,El Shark,27
423375,Il Mulino New York,Cairo,https://www.tripadvisor.com/Restaurant_Review-g60763-d423375-Reviews-Il_Mulino_New_York-New_York_City_New_York.html,Nasr City,11
423376,Pao!,Mansoura,https://www.tripadvisor.com/Restaurant_Review-g60763-d423376-Reviews-Pao-New_York_City_New_York.html,Sherbin,7
423378,Giorgione,Aswan,https://www.tripadvisor.com/Restaurant_Review-g60763-d423378-Reviews-Giorgione-New_York_City_New_York.html,Aswan Reservoir,10
423379,Crispo,Giza,https://www.tripadvisor.com/Restaurant_Review-g60763-d423379-Reviews-Crispo-New_York_City_New_York.html,El Haram,11
423380,Ciao,Alexandria,https://www.tripadvisor.com/Restaurant_Review-g60763-d423380-Reviews-Ciao-New_York_City_New_York.html,Seyouf,9
423382,Meskerem Ethiopian Cuisine,Mansoura,https://www.tripadvisor.com/Restaurant_Review-g60763-d423382-Reviews-Meskerem_Ethiopian_Cuisine-New_York_City_New_York.html,Talkha,28
423384,Bar Pitti,Ismailia,https://www.tripadvisor.com/Restaurant_Review-g60763-d423384-Reviews-Bar_Pitti-New_York_City_New_York.html,Abu Sultan,11
423389,El Cantinero,Cairo,https://www.tripadvisor.com/Restaurant_Review-g60763-d423389-Reviews-El_Cantinero-New_York_City_New_York.html,Ain Shams,15
423393,Lupa Osteria Romana,Cairo,https://www.tripadvisor.com/Restaurant_Review-g60763-d423393-Reviews-Lupa_Osteria_Romana-New_York_City_New_York.html,Basateen,11
423395,Spain Restaurant & Bar,Alexandria,https://www.tripadvisor.com/Restaurant_Review-g60763-d423395-Reviews-Spain_Restaurant_Bar-New_York_City_New_York.html,El Max,29
423398,Pop,Alexandria,https://www.tripadvisor.com/Restaurant_Review-g60763-d423398-Reviews-Pop-New_York_City_New_York.html,Victoria,14
423400,Restivo Ristorante,Alexandria,https://www.tripadvisor.com/Restaurant_Review-g60763-d423400-Reviews-Restivo_Ristorante-New_York_City_New_York.html,Gianaclis,11
423401,Il Buco,Alexandria,https://www.tripadvisor.com/Restaurant_Review-g60763-d423401-Reviews-Il_Buco-New_York_City_New_York.html,Al Hadrah,10
423405,Il Mattone,Cairo,https://www.tripadvisor.com/Restaurant_Review-g60763-d423405-Reviews-Il_Mattone-New_York_City_New_York.html,Nasr City,9
423416,Arte,Mansoura,https://www.tripadvisor.com/Restaurant_Review-g60763-d423416-Reviews-Arte-New_York_City_New_York.html,Sherbin,11
423418,Negril Village,Fayyum,https://www.tripadvisor.com/Restaurant_Review-g60763-d423418-Reviews-Negril_Village-New_York_City_New_York.html,El Salam,30
423434,Dojo West,Mansoura,https://www.tripadvisor.com/Restaurant_Review-g60763-d423434-Reviews-Dojo_West-New_York_City_New_York.html,Mit Ghamr,31
423440,Fedora Restaurant,Alexandria,https://www.tripadvisor.com/Restaurant_Review-g60763-d423440-Reviews-Fedora_Restaurant-New_York_City_New_York.html,Amreya,14
423441,August Restaurant,Ismailia,https://www.tripadvisor.com/Restaurant_Review-g60763-d423441-Reviews-August_Restaurant-New_York_City_New_York.html,Fayed,14
423450,Mottsu,Cairo,https://www.tripadvisor.com/Restaurant_Review-g60763-d423450-Reviews-Mottsu-New_York_City_New_York.html,Mokattam,13
423452,Gonzalez y Gonzalez,Cairo,https://www.tripadvisor.com/Restaurant_Review-g60763-d423452-Reviews-Gonzalez_y_Gonzalez-New_York_City_New_York.html,Heliopolis,32
423453,Il Cantinori,Cairo,https://www.tripadvisor.com/Restaurant_Review-g60763-d423453-Reviews-Il_Cantinori-New_York_City_New_York.html,El Qobbah,11
423456,Sant Ambroeus,Cairo,https://www.tripadvisor.com/Restaurant_Review-g60763-d423456-Reviews-Sant_Ambroeus-New_York_City_New_York.html,Zamalek,10
423461,Taj,Alexandria,https://www.tripadvisor.com/Restaurant_Review-g60763-d423461-Reviews-Taj-New_York_City_New_York.html,Al Ibrahimia,1
423463,Elmo,Ismailia,https://www.tripadvisor.com/Restaurant_Review-g60763-d423463-Reviews-Elmo-New_York_City_New_York.html,El Bahr,19
423466,Omen Azen,Cairo,https://www.tripadvisor.com/Restaurant_Review-g60763-d423466-Reviews-Omen_Azen-New_York_City_New_York.html,Downtown,33
423468,Cafe le Gamin,Tanta,https://www.tripadvisor.com/Restaurant_Review-g60763-d423468-Reviews-Cafe_le_Gamin-New_York_City_New_York.html,El Settin,34
423473,Bubby's,Cairo,https://www.tripadvisor.com/Restaurant_Review-g60763-d423473-Reviews-Bubby_s-New_York_City_New_York.html,El Qobbah,35
423480,La Sandwicherie,Cairo,https://www.tripadvisor.com/Restaurant_Review-g60763-d423480-Reviews-La_Sandwicherie-New_York_City_New_York.html,Azbakeya,7
423482,Mr. Dennehy's,Cairo,https://www.tripadvisor.com/Restaurant_Review-g60763-d423482-Reviews-Mr_Dennehy_s-New_York_City_New_York.html,Fustat,36
423486,Hale and Hearty Soups--Ninth Avenue,Ismailia,https://www.tripadvisor.com/Restaurant_Review-g60763-d423486-Reviews-Hale_and_Hearty_Soups_Ninth_Avenue-New_York_City_New_York.html,El Mostakbal,4
423489,Istanbul Grill,Alexandria,https://www.tripadvisor.com/Restaurant_Review-g60763-d423489-Reviews-Istanbul_Grill-New_York_City_New_York.html,Central District,37
423493,Central Bar,Ismailia,https://www.tripadvisor.com/Restaurant_Review-g60763-d423493-Reviews-Central_Bar-New_York_City_New_York.html,El Mostakbal,36
423494,Butter Midtown,Tanta,https://www.tripadvisor.com/Restaurant_Review-g60763-d423494-Reviews-Butter_Midtown-New_York_City_New_York.html,El Geish,14
423495,Lahore Deli,Cairo,https://www.tripadvisor.com/Restaurant_Review-g60763-d423495-Reviews-Lahore_Deli-New_York_City_New_York.html,El Qobbah,38
423497,Felix Cafe,Cairo,https://www.tripadvisor.com/Restaurant_Review-g60763-d423497-Reviews-Felix_Cafe-New_York_City_New_York.html,Nasr City,6
423498,The Mercer Kitchen,Alexandria,https://www.tripadvisor.com/Restaurant_Review-g60763-d423498-Reviews-The_Mercer_Kitchen-New_York_City_New_York.html,Shatby,14
423506,Sanpanino,Cairo,https://www.tripadvisor.com/Restaurant_Review-g60763-d423506-Reviews-Sanpanino-New_York_City_New_York.html,Al Waily,7
423514,Kawa Sushi,Cairo,https://www.tripadvisor.com/Restaurant_Review-g60763-d423514-Reviews-Kawa_Sushi-New_York_City_New_York.html,Basateen,13
423520,Broome Street Bar,Alexandria,https://www.tripadvisor.com/Restaurant_Review-g60763-d423520-Reviews-Broome_Street_Bar-New_York_City_New_York.html,Stanley,19
423526,Edo,Giza,https://www.tripadvisor.com/Restaurant_Review-g60763-d423526-Reviews-Edo-New_York_City_New_York.html,Agouza,13
423532,The Waverly Inn and Garden,Alexandria,https://www.tripadvisor.com/Restaurant_Review-g60763-d423532-Reviews-The_Waverly_Inn_and_Garden-New_York_City_New_York.html,Al Hadrah,14
423546,NewsBar,Zagazig,https://www.tripadvisor.com/Restaurant_Review-g60763-d423546-Reviews-NewsBar-New_York_City_New_York.html,Shoubra,39
423549,Bowery Bar,Port Said,https://www.tripadvisor.com/Restaurant_Review-g60763-d423549-Reviews-Bowery_Bar-New_York_City_New_York.html,El Arab,40
423557,Jane,Cairo,https://www.tripadvisor.com/Restaurant_Review-g60763-d423557-Reviews-Jane-New_York_City_New_York.html,Shubra El Kheima,14
423558,Sarabeth's Bakery,Alexandria,https://www.tripadvisor.com/Restaurant_Review-g60763-d423558-Reviews-Sarabeth_s_Bakery-New_York_City_New_York.html,Al Ibrahimia,41
423569,VBar,Port Said,https://www.tripadvisor.com/Restaurant_Review-g60763-d423569-Reviews-VBar-New_York_City_New_York.html,El Manakh,7
423574,Rosetti's Pizza,Cairo,https://www.tripadvisor.com/Restaurant_Review-g60763-d423574-Reviews-Rosetti_s_Pizza-New_York_City_New_York.html,Nasr City,42
423582,Bully's Deli,Alexandria,https://www.tripadvisor.com/Restaurant_Review-g60763-d423582-Reviews-Bully_s_Deli-New_York_City_New_York.html,El Qabary,7
423583,Aristocratic Deli,Mansoura,https://www.tripadvisor.com/Restaurant_Review-g60763-d423583-Reviews-Aristocratic_Deli-New_York_City_New_York.html,Dakahlia,38
423585,Tosties,Cairo,https://www.tripadvisor.com/Restaurant_Review-g60763-d423585-Reviews-Tosties-New_York_City_New_York.html,Roda Island,38
423586,Tataki Japanese Restaurant,Alexandria,https://www.tripadvisor.com/Restaurant_Review-g60763-d423586-Reviews-Tataki_Japanese_Restaurant-New_York_City_New_York.html,Safar,13
423616,Hector's Restaurant,Alexandria,https://www.tripadvisor.com/Restaurant_Review-g60763-d423616-Reviews-Hector_s_Restaurant-New_York_City_New_York.html,Sidi Bishr,43
423618,P.J. Charlton,Suez,https://www.tripadvisor.com/Restaurant_Review-g60763-d423618-Reviews-P_J_Charlton-New_York_City_New_York.html,Ataqa,11
423620,Fred's,Giza,https://www.tripadvisor.com/Restaurant_Review-g60763-d423620-Reviews-Fred_s-New_York_City_New_York.html,Warraq,19
423622,Firehouse,Alexandria,https://www.tripadvisor.com/Restaurant_Review-g60763-d423622-Reviews-Firehouse-New_York_City_New_York.html,Tharwat,19
423623,Pasha Turkish,Giza,https://www.tripadvisor.com/Restaurant_Review-g60763-d423623-Reviews-Pasha_Turkish-New_York_City_New_York.html,Imbaba,44
423624,Gray's Papaya,Cairo,https://www.tripadvisor.com/Restaurant_Review-g60763-d423624-Reviews-Gray_s_Papaya-New_York_City_New_York.html,Nasr City,45
423627,Awash,Giza,https://www.tripadvisor.com/Restaurant_Review-g60763-d423627-Reviews-Awash-New_York_City_New_York.html,Kit Kat,28
423628,Bello Giardino,Aswan,https://www.tripadvisor.com/Restaurant_Review-g60763-d423628-Reviews-Bello_Giardino-New_York_City_New_York.html,Kom Ombo,11
423629,Pappardella,Ismailia,https://www.tripadvisor.com/Restaurant_Review-g60763-d423629-Reviews-Pappardella-New_York_City_New_York.html,El Salam,11
423630,Flor De Mayo Restaurant,Giza,https://www.tripadvisor.com/Restaurant_Review-g60763-d423630-Reviews-Flor_De_Mayo_Restaurant-New_York_City_New_York.html,Bulaq,7
423631,Beard Papa Sweets Cafe,Suez,https://www.tripadvisor.com/Restaurant_Review-g60763-d423631-Reviews-Beard_Papa_Sweets_Cafe-New_York_City_New_York.html,El Ganayen,46
423635,Celeste,Minya,https://www.tripadvisor.com/Restaurant_Review-g60763-d423635-Reviews-Celeste-New_York_City_New_York.html,Minya Corniche,9
423636,Taqueria y Fonda la Mexicana,Ismailia,https://www.tripadvisor.com/Restaurant_Review-g60763-d423636-Reviews-Taqueria_y_Fonda_la_Mexicana-New_York_City_New_York.html,Qantara,15
423639,Sarabeth's West,Alexandria,https://www.tripadvisor.com/Restaurant_Review-g60763-d423639-Reviews-Sarabeth_s_West-New_York_City_New_York.html,Gianaclis,47
423640,Barney Greengrass,Cairo,https://www.tripadvisor.com/Restaurant_Review-g60763-d423640-Reviews-Barney_Greengrass-New_York_City_New_York.html,Zamalek,7
423642,Cafe Luxembourg,Minya,https://www.tripadvisor.com/Restaurant_Review-g60763-d423642-Reviews-Cafe_Luxembourg-New_York_City_New_York.html,Beni Mazar,3
423643,Raku II,Alexandria,https://www.tripadvisor.com/Restaurant_Review-g60763-d423643-Reviews-Raku_II-New_York_City_New_York.html,Sporting,13
423647,Haru Sushi,Cairo,https://www.tripadvisor.com/Restaurant_Review-g60763-d423647-Reviews-Haru_Sushi-New_York_City_New_York.html,Zamalek,13
423648,Gennaro Restaurant,Cairo,https://www.tripadvisor.com/Restaurant_Review-g60763-d423648-Reviews-Gennaro_Restaurant-New_York_City_New_York.html,Ezbet El Haggana (Madinat El-Amal),7
423652,'Cesca,Fayyum,https://www.tripadvisor.com/Restaurant_Review-g60763-d423652-Reviews-Cesca-New_York_City_New_York.html,Oberoi,11
423654,Scaletta Ristorante,Ismailia,https://www.tripadvisor.com/Restaurant_Review-g60763-d423654-Reviews-Scaletta_Ristorante-New_York_City_New_York.html,El Bahr,11
423662,El Malecon Restaurant,Cairo,https://www.tripadvisor.com/Restaurant_Review-g60763-d423662-Reviews-El_Malecon_Restaurant-New_York_City_New_York.html,Zamalek,48
423666,Arte Cafe,Cairo,https://www.tripadvisor.com/Restaurant_Review-g60763-d423666-Reviews-Arte_Cafe-New_York_City_New_York.html,Nasr City,11
423668,Cafe Lalo,Fayyum,https://www.tripadvisor.com/Restaurant_Review-g60763-d423668-Reviews-Cafe_Lalo-New_York_City_New_York.html,Tamiya,49
423669,La Mirabelle,Suez,https://www.tripadvisor.com/Restaurant_Review-g60763-d423669-Reviews-La_Mirabelle-New_York_City_New_York.html,El Gamil,6
423671,Demarchelier,Cairo,https://www.tripadvisor.com/Restaurant_Review-g60763-d423671-Reviews-Demarchelier-New_York_City_New_York.html,Mokattam,6
423676,Santa FE Restaurant,Cairo,https://www.tripadvisor.com/Restaurant_Review-g60763-d423676-Reviews-Santa_FE_Restaurant-New_York_City_New_York.html,Garden City,50
423679,La Caridad 78 Restaurant,Giza,https://www.tripadvisor.com/Restaurant_Review-g60763-d423679-Reviews-La_Caridad_78_Restaurant-New_York_City_New_York.html,Warraq,7
423682,Gabriela's Restaurant and Tequila Bar,Giza,https://www.tripadvisor.com/Restaurant_Review-g60763-d423682-Reviews-Gabriela_s_Restaurant_and_Tequila_Bar-New_York_City_New_York.html,Warraq,15
423684,Fairway Cafe,Aswan,https://www.tripadvisor.com/Restaurant_Review-g60763-d423684-Reviews-Fairway_Cafe-New_York_City_New_York.html,El Nubian Village,51
423689,Mana,Alexandria,https://www.tripadvisor.com/Restaurant_Review-g60763-d423689-Reviews-Mana-New_York_City_New_York.html,Bahary,52
423698,Kasbah Grill,Alexandria,https://www.tripadvisor.com/Restaurant_Review-g60763-d423698-Reviews-Kasbah_Grill-New_York_City_New_York.html,Bacchus,53
423706,Cafe Sabarsky,Cairo,https://www.tripadvisor.com/Restaurant_Review-g60763-d423706-Reviews-Cafe_Sabarsky-New_York_City_New_York.html,Helwan,7
423707,Sugar Bar,Cairo,https://www.tripadvisor.com/Restaurant_Review-g60763-d423707-Reviews-Sugar_Bar-New_York_City_New_York.html,El Marg,14
423708,LA Dinastia Restaurant,Cairo,https://www.tripadvisor.com/Restaurant_Review-g60763-d423708-Reviews-LA_Dinastia_Restaurant-New_York_City_New_York.html,Garden City,54
423712,Westside Restaurant,Mansoura,https://www.tripadvisor.com/Restaurant_Review-g60763-d423712-Reviews-Westside_Restaurant-New_York_City_New_York.html,El Gamaa,43
423714,Amsterdam Deli,Giza,https://www.tripadvisor.com/Restaurant_Review-g60763-d423714-Reviews-Amsterdam_Deli-New_York_City_New_York.html,Dokki,38
423715,Table D'Hote,Alexandria,https://www.tripadvisor.com/Restaurant_Review-g60763-d423715-Reviews-Table_D_Hote-New_York_City_New_York.html,El Manshiyya,3
423718,Chirping Chicken,Cairo,https://www.tripadvisor.com/Restaurant_Review-g60763-d423718-Reviews-Chirping_Chicken-New_York_City_New_York.html,Nasr City,55
423719,Barzini,Alexandria,https://www.tripadvisor.com/Restaurant_Review-g60763-d423719-Reviews-Barzini-New_York_City_New_York.html,Asafra,38
423733,Cleopatra's Needle,Assiut,https://www.tripadvisor.com/Restaurant_Review-g60763-d423733-Reviews-Cleopatra_s_Needle-New_York_City_New_York.html,El Mahatta,56
423737,Viand Cafe,Alexandria,https://www.tripadvisor.com/Restaurant_Review-g60763-d423737-Reviews-Viand_Cafe-New_York_City_New_York.html,El Mandara,51
423740,Columbus Cafe,Cairo,https://www.tripadvisor.com/Restaurant_Review-g60763-d423740-Reviews-Columbus_Cafe-New_York_City_New_York.html,El Sayeda Zeinab,7
423745,Neofytos Deli Incorporated,Tanta,https://www.tripadvisor.com/Restaurant_Review-g60763-d423745-Reviews-Neofytos_Deli_Incorporated-New_York_City_New_York.html,El Settin,38
423756,Amsterdam Restaurant,Port Said,https://www.tripadvisor.com/Restaurant_Review-g60763-d423756-Reviews-Amsterdam_Restaurant-New_York_City_New_York.html,El Manakh,14
423768,Empire Szechuan,Alexandria,https://www.tripadvisor.com/Restaurant_Review-g60763-d423768-Reviews-Empire_Szechuan-New_York_City_New_York.html,Tharwat,57
423769,92,Suez,https://www.tripadvisor.com/Restaurant_Review-g60763-d423769-Reviews-92-New_York_City_New_York.html,El Gamil,7
423772,La Embajada,Giza,https://www.tripadvisor.com/Restaurant_Review-g60763-d423772-Reviews-La_Embajada-New_York_City_New_York.html,Dokki,58
423776,Nice Matin,Alexandria,https://www.tripadvisor.com/Restaurant_Review-g60763-d423776-Reviews-Nice_Matin-New_York_City_New_York.html,El Saraya,59
423777,Giovanni Venti Cinque,Mansoura,https://www.tripadvisor.com/Restaurant_Review-g60763-d423777-Reviews-Giovanni_Venti_Cinque-New_York_City_New_York.html,Mit Ghamr,11
423781,El Rey De La Caridad Restaurant,Alexandria,https://www.tripadvisor.com/Restaurant_Review-g60763-d423781-Reviews-El_Rey_De_La_Caridad_Restaurant-New_York_City_New_York.html,Roushdy,60
423783,Candle Cafe,Giza,https://www.tripadvisor.com/Restaurant_Review-g60763-d423783-Reviews-Candle_Cafe-New_York_City_New_York.html,Agouza,51
423789,Erminia Italian Restaurant,Tanta,https://www.tripadvisor.com/Restaurant_Review-g60763-d423789-Reviews-Erminia_Italian_Restaurant-New_York_City_New_York.html,El Settin,11
423793,Persepolis,Alexandria,https://www.tripadvisor.com/Restaurant_Review-g60763-d423793-Reviews-Persepolis-New_York_City_New_York.html,Miami,61
423794,Sushi of Gari,Cairo,https://www.tripadvisor.com/Restaurant_Review-g60763-d423794-Reviews-Sushi_of_Gari-New_York_City_New_York.html,Nasr City,13
423795,JG Melon,Giza,https://www.tripadvisor.com/Restaurant_Review-g60763-d423795-Reviews-JG_Melon-New_York_City_New_York.html,Bulaq,14
423797,Scalinatella Restaurant,Cairo,https://www.tripadvisor.com/Restaurant_Review-g60763-d423797-Reviews-Scalinatella_Restaurant-New_York_City_New_York.html,Zamalek,11
423807,Aureole,Alexandria,https://www.tripadvisor.com/Restaurant_Review-g60763-d423807-Reviews-Aureole-New_York_City_New_York.html,Cleopatra,14
423812,Club Macanudo,Cairo,https://www.tripadvisor.com/Restaurant_Review-g60763-d423812-Reviews-Club_Macanudo-New_York_City_New_York.html,Abbassia,62
423813,Mon Petit Cafe Inc,Luxor,https://www.tripadvisor.com/Restaurant_Review-g60763-d423813-Reviews-Mon_Petit_Cafe_Inc-New_York_City_New_York.html,West Bank,6
423814,Il Vagabondo,Cairo,https://www.tripadvisor.com/Restaurant_Review-g60763-d423814-Reviews-Il_Vagabondo-New_York_City_New_York.html,Al Waily,11
423817,Caravaggio Restaurant,Alexandria,https://www.tripadvisor.com/Restaurant_Review-g60763-d423817-Reviews-Caravaggio_Restaurant-New_York_City_New_York.html,Montaza,11
423818,Cafe Boulud,Cairo,https://www.tripadvisor.com/Restaurant_Review-g60763-d423818-Reviews-Cafe_Boulud-New_York_City_New_York.html,El Obour,3
423821,Campagnola Restaurant,Alexandria,https://www.tripadvisor.com/Restaurant_Review-g60763-d423821-Reviews-Campagnola_Restaurant-New_York_City_New_York.html,El Anfoushi,11
423822,Jacques Brasserie,Cairo,https://www.tripadvisor.com/Restaurant_Review-g60763-d423822-Reviews-Jacques_Brasserie-New_York_City_New_York.html,Fustat,6
423823,Sel et Poivre,Cairo,https://www.tripadvisor.com/Restaurant_Review-g60763-d423823-Reviews-Sel_et_Poivre-New_York_City_New_York.html,New Cairo,6
423825,Maz Mezcal Mexican Restaurant,Giza,https://www.tripadvisor.com/Restaurant_Review-g60763-d423825-Reviews-Maz_Mezcal_Mexican_Restaurant-New_York_City_New_York.html,Sheikh Zayed,63
423833,Dallas BBQ,Cairo,https://www.tripadvisor.com/Restaurant_Review-g60763-d423833-Reviews-Dallas_BBQ-New_York_City_New_York.html,Zamalek,64
423834,Vivolo Restaurant,Ismailia,https://www.tripadvisor.com/Restaurant_Review-g60763-d423834-Reviews-Vivolo_Restaurant-New_York_City_New_York.html,El Mostakbal,11
423836,Beyoglu,Cairo,https://www.tripadvisor.com/Restaurant_Review-g60763-d423836-Reviews-Beyoglu-New_York_City_New_York.html,El Matariya,65
423838,Lusardi's Restaurant,Port Said,https://www.tripadvisor.com/Restaurant_Review-g60763-d423838-Reviews-Lusardi_s_Restaurant-New_York_City_New_York.html,El Arab,11
