NotificationID,User_Id,Message,IsRead,Created_At
108,31DF100C70FEC4C436231EDC4741BCEF,Your booking is confirmed!,FALSE,9/28/2023
109,F515DA1609F6B8E21CFF57C9EED47030,Reminder for your booking,FALSE,11/25/2023
110,FCA6B2222D1FD6E1B20235EDE7EA6CD1,Your booking is confirmed!,FALSE,1/27/2024
111,F0E11B2A7C706C909464394E8459B0A2,Your booking is confirmed!,TRUE,10/29/2023
112,83F81492E2A98EEB3C705219F1FA9F3B,Reminder for your booking,TRUE,11/11/2023
113,7CF27752270CB6BF8A24F28B49240BD6,New offer available!,FALSE,1/3/2024
114,16E9909DC6A2051EF6693143084E69FB,Your booking is confirmed!,FALSE,8/28/2023
115,791076E16612AC022009663932B43D7B,New offer available!,TRUE,9/20/2023
116,5498FB6E8FBCD3BBD5849CF577E5FEF9,Reminder for your booking,FALSE,9/21/2023
117,B48E0DB2434A7795192616AF83A349D8,Your booking is confirmed!,FALSE,8/9/2023
118,B4D2FB51D38502783B678058E49A797B,New offer available!,TRUE,9/23/2023
119,9F352A613B8F8D01C5653BA101226DC6,Reminder for your booking,TRUE,12/16/2023
120,D95FE813ED46D695FDC1FA37A20639C1,New offer available!,TRUE,11/22/2023
121,3705D84306F839F3AE13FF28053A0EF4,Reminder for your booking,FALSE,9/26/2023
122,4C2942B20250FC8F5924D11212D7DC67,New offer available!,FALSE,11/5/2023
123,5E78983096D9025E5F8C6E6BFEE7D7E8,Your booking is confirmed!,FALSE,1/5/2024
124,C9897D46AD5C1345D1A2CD0F1147A204,Your booking is confirmed!,FALSE,11/10/2023
125,CE5BD6F178926B53CD57CFE67436D049,New offer available!,FALSE,10/14/2023
126,5A099870EFB6B88BA85B9D67D9BC27F2,New offer available!,TRUE,10/7/2023
127,98EFE5845950C5EEF1FA85535D6AE76D,Your booking is confirmed!,FALSE,1/3/2024
128,304E262DDB26FEED6777BE36A5BDF258,Your booking is confirmed!,FALSE,11/3/2023
129,2D6F62897092D672EF84A9B9807D8A88,Reminder for your booking,TRUE,10/9/2023
130,EC94F3CCEBE70B3B97A2237BDFEDACA1,Reminder for your booking,TRUE,12/6/2023
131,382FB46FC33A081AD17DAACEE2D15D50,New offer available!,FALSE,11/19/2023
132,582C3843CC22DFC0254E29D6A919913C,Reminder for your booking,TRUE,8/17/2023
133,B7A7380292B76BE79022DD6F814E39E0,Reminder for your booking,TRUE,8/8/2023
134,FB5B84A2E50762A5AF7B27793AED6020,New offer available!,TRUE,12/16/2023
135,922DCBFB9B08E82E37E154B1ED845061,New offer available!,FALSE,8/29/2023
136,8E5F476A600F88EB339EB1E6FFB4183A,New offer available!,TRUE,12/19/2023
137,FA0C363285B3CE68C52F8FED6CEB2EB7,Your booking is confirmed!,TRUE,1/16/2024
138,F1530113A4721BD5CBFD22D996F9B358,Your booking is confirmed!,TRUE,8/27/2023
139,F5AE1606E6A074C47E4A36A7BDFF1108,Reminder for your booking,FALSE,10/7/2023
140,32C2F667581A5AA75D0C3BADF7A5DA2A,Reminder for your booking,FALSE,10/14/2023
141,D1845AD0235D5098C5653E52FE40853A,Your booking is confirmed!,FALSE,1/10/2024
142,6F97904CE616A5D7CB4F2351172C34DE,Your booking is confirmed!,FALSE,1/15/2024
143,E959D3ED210855D9197A1D1CC5110265,Reminder for your booking,FALSE,10/8/2023
144,6D16C59062065CC7FE32743ED273DB1D,New offer available!,TRUE,11/7/2023
145,F3E2899FB36BBDC778F834288478B83B,Your booking is confirmed!,FALSE,11/25/2023
146,62F3B64801E3522315C6AC6A76772922,New offer available!,TRUE,9/21/2023
147,CC1ED2F4015AB3A1391EE55212B345A5,Your booking is confirmed!,TRUE,8/1/2023
148,C947F84C33081DD51C3EA012F09DB64A,Your booking is confirmed!,FALSE,10/12/2023
149,3EA09F95288316CA1A2B3A66ED0790BF,Reminder for your booking,TRUE,10/29/2023
150,620348254E64CDA82553845083F7B407,Reminder for your booking,FALSE,1/8/2024
151,346B58BCAE514B701B21D2D65B941795,Your booking is confirmed!,TRUE,9/20/2023
152,C01A27B8D607DCCA1568050BA7371690,New offer available!,TRUE,1/12/2024
153,FE786C6C7B5C640C1AAA1D09CB6A10B2,New offer available!,TRUE,8/21/2023
154,CF69D91A08C76E9C1E9497D4AAF6772D,New offer available!,TRUE,11/13/2023
155,5459945736223DD889D69EFB2E7BD4A2,Your booking is confirmed!,TRUE,9/4/2023
156,2E97D86D3F7B8EA5707F0B176873BAA6,New offer available!,FALSE,1/14/2024
157,1015811099FC0572AABCF67210266521,Your booking is confirmed!,TRUE,8/19/2023
158,9A80FE0C5C839B600019D6DBDBF58E1E,Reminder for your booking,FALSE,11/27/2023
159,9D593D1F9D788C2DD47AFC3FCA739937,Reminder for your booking,TRUE,11/25/2023
160,237D2B4D23DEC1B32215731F50F97394,New offer available!,TRUE,11/16/2023
161,AD0A731E390E2D74260B553A94DC95CC,Reminder for your booking,TRUE,11/4/2023
162,CF2BE5098105F4AD642E2F9AD0B16E51,Reminder for your booking,TRUE,1/2/2024
163,316B50B1196651318D1FD21D3994B0F5,Your booking is confirmed!,FALSE,1/4/2024
164,6F994ED448A9BCFA7D2AF090444DDC1B,Reminder for your booking,FALSE,12/31/2023
165,378645B3B3430E5C0ADAC734D9032391,Reminder for your booking,FALSE,1/17/2024
166,7FEA6686AC2F980072B9E964E14261BD,New offer available!,TRUE,12/18/2023
167,CF9CADB2668A8CF32321F919872FE92C,Reminder for your booking,FALSE,12/13/2023
168,4C0123BD90557D9D3E71B4A07285FE0C,Reminder for your booking,TRUE,10/7/2023
169,25D8C23E0458C10DA4534E4A6B0CAF39,Your booking is confirmed!,TRUE,11/24/2023
170,874EF94FAE76CB6303964072DFAFAFC2,Reminder for your booking,TRUE,12/13/2023
171,7D0344702593008188BEBC6DB49B11BA,Reminder for your booking,TRUE,12/3/2023
172,A1FC74E2FEDEF361088E6E41F54F9747,New offer available!,TRUE,8/2/2023
173,A08D58922D7B46F27388A5C33A0D04B8,Reminder for your booking,FALSE,8/8/2023
174,008347013A9C00420121C69B568595D7,Your booking is confirmed!,TRUE,12/14/2023
175,3D8C644B3EE63CCA207478D20E634B3A,New offer available!,TRUE,9/5/2023
176,3D9B97D1D30BD51596C3FF96E2F1A2E4,New offer available!,TRUE,8/17/2023
177,6896D5D485FA88E3E510F921CB0CA2C7,Your booking is confirmed!,FALSE,10/12/2023
178,566416A8DC7AFAB335F7A7BE578FD347,Reminder for your booking,TRUE,8/4/2023
179,52C97704C3D7CD6144A57681C4FCBB22,Your booking is confirmed!,FALSE,1/21/2024
180,EA63384EF8639F284F7D5793012E2863,Reminder for your booking,TRUE,9/17/2023
181,C4EF08EC8955D7CAC5C0C6C2F7B829E3,Your booking is confirmed!,TRUE,11/17/2023
182,8A4478E419BF63A966571E6AAB89D765,Reminder for your booking,TRUE,8/15/2023
183,8CEBB3C2DC69CA4F51DA77FBC6BB7EFD,Reminder for your booking,TRUE,8/4/2023
184,88F676F07A42DB0277EE4DC82D97EC9A,New offer available!,TRUE,8/31/2023
185,23F11963BEA11D4E700BBCB63C968CD7,Your booking is confirmed!,FALSE,1/16/2024
186,6F8398462516144EE6CA7B1732AF66E8,New offer available!,FALSE,9/10/2023
187,D9CC5763EA15AD775A059C0671CABBFC,Reminder for your booking,TRUE,9/17/2023
188,19683F8A4AE7F80771B12B98F7F0AB2C,Reminder for your booking,TRUE,8/7/2023
189,A8957FBCB35E17FE89751CFEE3878623,Reminder for your booking,TRUE,10/7/2023
190,262DDD60124A76F14792DE847BC4C8A4,Your booking is confirmed!,FALSE,1/15/2024
191,938F7A452E5935623FAC387CE9B92421,Reminder for your booking,FALSE,10/26/2023
192,A0060012E8E3922A00CA354C5C7254CA,Reminder for your booking,TRUE,10/25/2023
193,E0E3325EA9E34C235D3A49A4BBB701FD,Your booking is confirmed!,TRUE,9/9/2023
194,26B5C811FB12A8D11706A6B851699799,New offer available!,FALSE,12/16/2023
195,431CA1D4A528990BE4357A0B7FDA29E1,Your booking is confirmed!,TRUE,11/6/2023
196,F03C6A03C036B65A878E0BD64ADB8BE3,Your booking is confirmed!,TRUE,1/25/2024
197,F5A49E0B72A4E286C2E82F68ABAAEFA7,New offer available!,FALSE,10/31/2023
198,F0DB3170403CA30D53D6F68015FE9EE1,New offer available!,TRUE,12/9/2023
199,54B49C461DFDE0DE41FF65E01C418202,Your booking is confirmed!,TRUE,9/3/2023
200,8CC62A1AEE20177C6EE4885A95AF7B83,New offer available!,FALSE,10/26/2023
201,F330ACCA3E4116DE9B88F84F0C6AEC88,New offer available!,FALSE,11/27/2023
202,2CCD54CCEA1E75C84098F97ADBC68EB4,Reminder for your booking,TRUE,1/17/2024
203,56D9B8A3337A216DCB23D66431D7CC76,Reminder for your booking,FALSE,10/29/2023
204,7039ED4F29E9CAE7CFDC6B2DD4802EDF,Reminder for your booking,FALSE,1/16/2024
205,9F0082320C971D3FFAEDE4F768D45AE7,Reminder for your booking,TRUE,8/15/2023
206,C8CAA65A9ADCED0C8681388F2376C8C4,Reminder for your booking,TRUE,8/31/2023
207,70C2552E852BF877552A61B623A18CED,Your booking is confirmed!,TRUE,9/21/2023
208,128D11DA304D128742849AC79A9DE0CD,New offer available!,TRUE,9/17/2023
209,7087C56644A5D2ED6321AA90843268BC,Reminder for your booking,FALSE,1/17/2024
210,6066E4E0B1D0F1F4D3B4851B86B89D8D,Reminder for your booking,TRUE,9/14/2023
211,2AAFD26BBE962566B68131C1C2882995,Your booking is confirmed!,FALSE,1/6/2024
212,C3D2D5D09F6883B637ECCAB9EEEC7647,Your booking is confirmed!,FALSE,12/5/2023
213,960EB860914BC15D76EE45BD01ACE1E5,New offer available!,TRUE,11/10/2023
214,19AE5F04695FA0A6BCAC144EB38EDCA4,Reminder for your booking,FALSE,8/6/2023
215,F6F405898CD88DCCF9E4B867A21C32A3,Your booking is confirmed!,TRUE,10/16/2023
216,05961AFB706C633A9104E61437250047,Your booking is confirmed!,FALSE,1/5/2024
217,517D521C9A5CA3B2554838D8A765FCAA,New offer available!,TRUE,1/3/2024
218,63D06B4C22952CFA6F0F75D0411229B9,New offer available!,TRUE,10/13/2023
219,640B4351209214D144FAE91B09AC30D1,Reminder for your booking,FALSE,8/3/2023
220,F7AC530AE7951FE67D1AC636D5782823,Reminder for your booking,TRUE,12/8/2023
221,7C275195FEF87FA8F4E64903FD0473EE,Your booking is confirmed!,FALSE,11/14/2023
222,2CF173014441BD57F19F62D935CD20F0,Your booking is confirmed!,TRUE,12/10/2023
223,556C3214C966BF0788A5503910318C9F,Reminder for your booking,FALSE,10/25/2023
224,F79638C1E87C2A723D4B239F8D569651,Your booking is confirmed!,TRUE,12/24/2023
225,0BFFCF2B554C7A36C17A0B069D7E6B97,Reminder for your booking,FALSE,1/12/2024
226,F7FAC858DF58A59E6B6B26ADE65C7259,Your booking is confirmed!,TRUE,11/27/2023
227,B07F1C9810D5450F093548562C92DDD6,Your booking is confirmed!,FALSE,10/2/2023
228,59BCFCE6E1F3A3FCA205908123590EED,Reminder for your booking,FALSE,1/25/2024
229,7307AC798F19B43E650A35E9E4045CD7,Your booking is confirmed!,FALSE,12/24/2023
230,61354E736B3E782A0FF3B93AC70F5BFA,New offer available!,FALSE,10/9/2023
231,2481E9966F921D472A77A29DACC4729D,Reminder for your booking,FALSE,8/10/2023
232,A42A99939D4602277522767CD430B56B,Reminder for your booking,FALSE,9/17/2023
233,3A1B4CA02BB73F41C32EFEBDEE8693FE,New offer available!,FALSE,12/9/2023
234,1EFDB9EBC3BF8DEE1B7837E0E9ED9EF9,Reminder for your booking,FALSE,12/30/2023
235,64576C252365ED2C8064B34681735476,Your booking is confirmed!,TRUE,10/7/2023
236,0C6BC30E34C9578EE19FD26B320A0809,Reminder for your booking,FALSE,9/22/2023
237,E7F45826C653D385DB4EBDF22B216CA0,Reminder for your booking,FALSE,11/22/2023
238,A3005BA69FB81EDC116F398534806B94,New offer available!,FALSE,12/27/2023
239,8645CE69A6D6B565EB1DB9EB70078BD3,Reminder for your booking,TRUE,11/6/2023
240,F85EE72EC2A2F219666F7AB81C27DFB4,New offer available!,FALSE,10/25/2023
241,FB03CA6CEC1863006B26E523C4B51858,New offer available!,FALSE,8/28/2023
242,C570E30DCFF3BCC8B1A1E0E06D1EF76E,Your booking is confirmed!,TRUE,1/4/2024
243,54B1949714E7F8B1FFC6D7B3C9621F81,New offer available!,TRUE,11/10/2023
244,5BA3A3A5899E2962330C8D121EAD1D32,Your booking is confirmed!,TRUE,1/10/2024
245,1B351E143959BBD6C4599C19AF778CB1,New offer available!,TRUE,12/7/2023
246,5E251F26EC8855BA8CB88A8487263A13,Reminder for your booking,TRUE,10/27/2023
247,13288A7FB64C4AD093BF6EEE9C8E0934,New offer available!,TRUE,9/10/2023
248,0639623831F0E8398986E14BE5B9F51A,New offer available!,TRUE,10/28/2023
249,341CF47E811DA93FF193C23044E9F41D,New offer available!,FALSE,12/1/2023
250,0F75D42CC55265A184AF6CD7872F1306,Your booking is confirmed!,FALSE,8/28/2023
251,DD39DDD618C70E50F03D96A3448A9089,Reminder for your booking,TRUE,9/30/2023
252,1EBBC4DB6D1A97F3BE430CAE79F7447C,Your booking is confirmed!,TRUE,9/30/2023
253,26A9536EBA97F33BCDE92B27D9719FF6,New offer available!,FALSE,1/9/2024
254,00777403A842459BA42CAF2E196E3F6D,New offer available!,FALSE,8/10/2023
255,9036AF0D56D6C1593DFD344310228C85,Your booking is confirmed!,TRUE,12/12/2023
256,43077FF109398F7773718D1A5A77712C,Reminder for your booking,TRUE,10/4/2023
257,D2BF3B9C995CF9A4A5E4E156360EEB6A,New offer available!,FALSE,11/24/2023
258,A102802F10D18D5BBD4A91E1BF56206F,Your booking is confirmed!,FALSE,8/28/2023
259,12C79D639616C0C10A8E27177FFEB5C2,Reminder for your booking,TRUE,8/11/2023
260,55E6517245AFAED0D37CD1C33A1D7A30,Reminder for your booking,TRUE,9/6/2023
261,3401779A0E6DB25D5132D474D1794EC3,Your booking is confirmed!,TRUE,8/4/2023
262,897DD0BCD64331F9147204E2603734BE,New offer available!,FALSE,1/18/2024
263,F5075AB6086C3CB672B933887F453BBF,Your booking is confirmed!,FALSE,9/13/2023
264,D360CDF8A32746F27CEE8B85511E450B,Reminder for your booking,TRUE,1/25/2024
265,3ACA73CC9B9AA25B1A2C16E3E9A633E0,New offer available!,FALSE,8/29/2023
266,31CA659747D563EB1CE3401FF557F0AD,New offer available!,FALSE,11/8/2023
267,BFD0F744C34C1D2512FC732260FACD9E,Your booking is confirmed!,TRUE,1/1/2024
268,1B351E143959BBD6C4599C19AF778CB1,Your booking is confirmed!,FALSE,9/21/2023
269,EC221DB89B512A8787DA5077D92D07A6,Reminder for your booking,TRUE,9/5/2023
270,2386D6F81794FEE9A9AEE35FF6273E6B,New offer available!,TRUE,10/17/2023
271,8EFD2EB91AA7EF7417297699FB895839,New offer available!,FALSE,9/29/2023
272,DC7E49100E009183922C48D3B72CCDE4,Your booking is confirmed!,TRUE,10/5/2023
273,8F99091EC3F761C107C8BDDE9EAA9335,Your booking is confirmed!,FALSE,8/31/2023
274,57961CB0FFEEDB49423A953CA027456E,Your booking is confirmed!,TRUE,8/1/2023
275,E20744C7548D0FED6A62A3D0A49FE0A5,Your booking is confirmed!,FALSE,1/3/2024
276,5B318EF6C5575E54DBB6A0CCA2BB2D5D,Reminder for your booking,FALSE,12/20/2023
277,1218628FFDF023051272160894E95BA3,Your booking is confirmed!,FALSE,10/14/2023
278,110B3FB38F22B22C20E609A987445D89,New offer available!,FALSE,10/17/2023
279,70AF5F938B2D4E2DFB9149EF38A0ABAE,Reminder for your booking,FALSE,9/9/2023
280,BB04B144633B259ADEBBD13E8A4BD2D0,Your booking is confirmed!,FALSE,12/17/2023
281,2989F47AE5B458EFE712336D254AE4A3,New offer available!,TRUE,10/31/2023
282,69F5636663EED30DFE1BA8352423592B,Reminder for your booking,TRUE,1/24/2024
283,D8251D02D52B0258EF2D6F9DCB949B49,Your booking is confirmed!,TRUE,8/10/2023
284,FA8E03DC5E9436E8935B42A80D509BD3,Reminder for your booking,FALSE,8/24/2023
285,54500C76EAC1907375E63551C4809F88,Your booking is confirmed!,FALSE,9/7/2023
286,9239A53B3592CBE835BF65FCFB845F64,Reminder for your booking,FALSE,12/25/2023
287,A407DF0C0D242674A857F3FB9197F326,Your booking is confirmed!,FALSE,1/5/2024
288,BB09AF79FE22F303301BAED856363AF9,Your booking is confirmed!,FALSE,12/13/2023
289,7E4CC53B193E6A0D465232EC97323E6C,Your booking is confirmed!,FALSE,1/10/2024
290,1E2C796AAD12AC632A80FDEAEE456ED0,New offer available!,FALSE,10/31/2023
291,C99D7991365846E121379A0F1D1FD85F,New offer available!,TRUE,9/10/2023
292,C0238222BF4617EC5AF674A9062937D7,New offer available!,TRUE,11/18/2023
293,A2C7E31CA8D1275121317F9E5C84F78A,Reminder for your booking,TRUE,12/17/2023
294,7D30D50B548319983036E4D9AFB7EFD5,New offer available!,FALSE,1/17/2024
295,C8A7B58AE2D1FE34C8ECBF48B5661CC6,Your booking is confirmed!,TRUE,12/30/2023
296,2CBE7ECE5945D0B0FAD609013D1E0E10,New offer available!,TRUE,8/27/2023
297,1CAB7847EA8A9AD62EB63CE1E9466CD2,Reminder for your booking,FALSE,8/16/2023
298,BAC8BB64856D94600653199B479532A0,New offer available!,FALSE,1/5/2024
299,3F7EF129A61AD2F0BAA2A1176AEDC17D,Reminder for your booking,FALSE,1/4/2024
300,E778350987267013F3118FD4CDB1FBED,New offer available!,FALSE,11/4/2023
301,339BC04A245C00167B37DE5EB48FC94F,Your booking is confirmed!,TRUE,12/6/2023
302,A6487E44B6B06270FBB109DC6DDD8572,Your booking is confirmed!,TRUE,8/19/2023
303,1619C5E0971C89CA69AD973EBCF48D50,New offer available!,FALSE,8/7/2023
304,1F49980BB4ABA58086B89355F0BBD8AC,Reminder for your booking,FALSE,9/27/2023
305,AB2D5B7101AB0B31BD51EB4FE7037EAF,New offer available!,TRUE,1/6/2024
